Silo,Max Epochs,Test MAE
CamCAN,200,7.717639827728272
SALD,200,5.170858442783356
eNKI,200,4.814679077693394
Silo,Max Epochs,Test MAE
CamCAN,200,8.81009349822998
SALD,200,4.801938831806183
eNKI,200,4.517842701503208

Silo,Max Epochs,Val MAE,Test MAE
CamCAN,200,4.890902638435364,8.861365509033202
SALD,200,4.890902638435364,5.176681160926819
eNKI,200,4.890902638435364,4.602117095674787
Silo,Max Epochs,Val MAE,Test MAE
CamCAN,200,9.030072021484376,8.861365509033202
SALD,200,5.237095594406128,5.176681160926819
eNKI,200,4.890902638435364,4.602117095674787
