Silo,Max Epochs,Test MAE
CamCAN,200,5.31299524307251
SALD,200,5.141289830207825
eNKI,200,5.273791381290981
Silo,Max Epochs,Test MAE
Silo,Max Epochs,Test MAE
Silo,Max Epochs,Test MAE
CamCAN,200,7.231031227111816
SALD,200,7.2055424451828
eNKI,200,5.678974628448486
Silo,Max Epochs,Val MAE,Test MAE
CamCAN,200,7.856912326812744,7.366054439544678
SALD,200,7.743967771530151,6.877094745635986
eNKI,200,6.287152945995331,5.492577348436628
Silo,Max Epochs,Val MAE,Test MAE
CamCAN,200,7.856912326812744,7.366054439544678
SALD,200,7.743967771530151,6.877094745635986
eNKI,200,6.287152945995331,5.492577348436628
