Epoch,Train Loss,Val Loss
1,49.926739586724175,45.12249755859375
2,50.11437055799696,45.05870342254639
3,49.71605470445421,44.978867530822754
4,49.718805101182724,44.86287784576416
5,49.401037004258896,44.80191707611084
6,49.50967915852865,44.72027778625488
7,49.35577307807075,44.629438400268555
8,49.21698506673177,44.543898582458496
9,48.99067857530382,44.43971061706543
10,48.75136227077908,44.35264205932617
11,48.591957092285156,44.28462028503418
12,48.66544553968642,44.180179595947266
13,48.30076132880317,44.08384323120117
14,48.31667285495334,44.0315637588501
15,47.86109288533529,43.93086338043213
16,47.92321268717448,43.84942436218262
17,47.8323245578342,43.77388954162598
18,47.429933336046005,43.677690505981445
19,47.50640869140625,43.61661148071289
20,47.430624643961586,43.49355220794678
21,47.19469706217448,43.464362144470215
22,46.96829520331489,43.37908458709717
23,46.80292850070529,43.24756622314453
24,46.635795169406464,43.10792827606201
25,46.649720933702255,43.05452919006348
26,46.57534069485135,42.96715831756592
27,46.180233001708984,42.899861335754395
28,46.43716939290365,42.783592224121094
29,45.81660630967882,42.70216751098633
30,45.65640004475912,42.62995719909668
31,45.7037722269694,42.571983337402344
32,45.59886338975694,42.43175983428955
33,45.60645209418403,42.26346778869629
34,44.93892839219835,42.24681377410889
35,45.2836799621582,42.060729026794434
36,44.54980256822374,42.02286911010742
37,44.6718872918023,41.868754386901855
38,44.39653990003798,41.858696937561035
39,44.36181216769748,41.842947006225586
40,44.11226823594835,41.63503170013428
41,43.88871214124892,41.5252103805542
42,43.94495603773329,41.501519203186035
43,43.750181410047745,41.494574546813965
44,43.32092030843099,41.37841987609863
45,43.14352332221137,41.253662109375
46,43.288436041937935,40.903841972351074
47,42.82768461439345,41.00670337677002
48,43.18027920193143,40.92234134674072
49,42.58712259928385,40.9218692779541
50,42.314629024929474,40.876179695129395
51,42.1675533718533,40.64120960235596
52,42.05112626817491,40.51568031311035
53,42.014273749457466,40.38541030883789
54,41.90809292263455,40.33345413208008
55,41.48539013332791,40.37539005279541
56,41.79777484469943,40.0756721496582
57,41.341668870713974,40.13375282287598
58,40.927054935031464,40.0810432434082
59,41.12236192491319,39.845059394836426
60,40.750366634792755,39.79904556274414
61,40.510882483588325,39.484819412231445
62,40.5758302476671,39.45910167694092
63,39.88266711764865,39.55601978302002
64,39.858425564236114,39.30171012878418
65,39.838657803005646,39.14288139343262
66,39.49360699123807,39.11928462982178
67,38.99691263834635,39.022047996520996
68,39.23812739054362,38.95872783660889
69,38.56560770670573,38.686421394348145
70,38.742972903781464,38.630638122558594
71,38.359408908420136,38.44511032104492
72,37.96134503682455,38.407498359680176
73,38.168663024902344,38.29409408569336
74,37.7652342054579,38.068607330322266
75,37.77562713623047,37.91107749938965
76,37.445163302951386,37.95798873901367
77,37.21349207560221,37.55428409576416
78,36.79498545328776,37.49562931060791
79,36.61542786492242,37.666913986206055
80,36.47840796576606,37.33422088623047
81,36.801201078626846,37.3181209564209
82,36.45150354173448,36.98511219024658
83,35.92770873175727,36.89690113067627
84,35.92440965440538,36.46034336090088
85,35.353926764594185,36.60457515716553
86,35.02636316087511,36.5650110244751
87,35.14634323120117,36.46081256866455
88,34.8379160563151,36.297778606414795
89,34.83377011617025,35.9820876121521
90,34.99334377712674,35.83163070678711
91,34.337285147772896,35.66558647155762
92,34.16348838806152,35.292874336242676
93,33.74140400356717,35.37306356430054
94,33.85513538784451,35.211966037750244
95,33.742113537258575,34.885029792785645
