Epoch,Train Loss,Val Loss
1,59.37254492441813,53.862796020507815
2,59.185468673706055,53.69083786010742
3,58.7958599726359,53.50781478881836
4,58.16261386871338,53.327169799804686
5,58.534756342569985,53.18623809814453
6,58.12181599934896,53.092804718017575
7,57.98744265238444,52.9305908203125
8,57.64580504099528,52.8653450012207
9,57.60617478688558,52.723863983154295
10,56.84235350290934,52.664824676513675
11,56.844966888427734,52.56673965454102
12,56.483941396077476,52.448255157470705
13,56.7761557896932,52.359744262695315
14,56.622787157694496,52.18227691650391
15,56.818665504455566,52.06510620117187
16,55.96447944641113,51.94240875244141
17,55.8608341217041,51.846893310546875
18,56.28737608591715,51.76960983276367
19,55.58235422770182,51.605927276611325
20,55.407663345336914,51.597615814208986
21,54.83496824900309,51.47000427246094
22,54.490020751953125,51.404598236083984
23,55.379750887552895,51.28127822875977
24,54.83863480885824,51.03588180541992
25,54.27289740244547,50.93603286743164
26,54.62646325429281,50.737824249267575
27,54.21527640024821,50.91300811767578
28,53.93925348917643,50.696623992919925
29,53.25075626373291,50.55940399169922
30,53.6371119817098,50.48097457885742
31,53.228793144226074,50.238189697265625
32,52.924010594685875,50.140560150146484
33,52.12911001841227,50.15918960571289
34,52.9438689549764,49.980149841308595
35,52.59856637318929,50.025552368164064
36,52.62487347920736,49.72770614624024
37,52.020276387532554,49.51688690185547
38,51.691829999287926,49.449169921875
39,51.81015555063883,48.99229049682617
40,51.79988384246826,49.183109283447266
41,50.75734519958496,49.33379440307617
42,51.120863596598305,49.05109405517578
43,50.50814628601074,48.91159210205078
44,50.40112495422363,49.09591522216797
45,49.93177795410156,48.83774871826172
46,49.56618690490723,48.49597015380859
47,49.971714655558266,48.19257354736328
48,49.642486254374184,47.75648956298828
49,48.88600381215414,48.2224365234375
50,49.08729362487793,47.863330078125
51,48.459997495015465,47.6327880859375
52,48.47641944885254,47.71610717773437
53,48.33329232533773,47.5885498046875
54,47.922813733418785,47.10445938110352
55,47.774288495381676,47.29936218261719
56,47.56756083170573,47.064772033691405
57,47.18290106455485,47.19677886962891
58,47.32783953348795,46.5448860168457
59,46.3651549021403,46.576165771484376
60,46.15349547068278,46.22943267822266
61,46.05726432800293,46.40740737915039
62,45.92257595062256,46.13022003173828
63,45.7478453318278,45.72306900024414
64,45.27809556325277,45.37302169799805
65,44.94182872772217,45.130960845947264
66,44.184509913126625,45.003675079345705
67,44.32398796081543,45.17210388183594
68,43.75499979654948,44.87079010009766
69,43.53509267171224,44.73927688598633
70,43.347174644470215,44.07291793823242
71,42.292785008748375,43.90056228637695
72,42.23992919921875,44.082950592041016
73,42.37900416056315,43.3698616027832
74,42.18429374694824,43.551699829101565
75,41.94169394175211,42.96055297851562
76,41.905585606892906,42.10811080932617
77,40.486568768819176,41.89520416259766
78,40.48078155517578,41.5551139831543
79,40.873029708862305,41.66985549926758
80,39.56702423095703,40.90004272460938
81,39.06965192159017,40.880835723876956
82,38.685838063557945,40.900411987304686
83,39.59492794672648,39.902285766601565
84,38.11541716257731,40.178443145751956
85,38.44498761494955,39.85929412841797
86,37.7168345451355,39.74364471435547
87,37.26031001408895,39.42404708862305
88,36.86682860056559,38.6964599609375
89,37.02374712626139,37.17442398071289
90,36.39402103424072,37.75069961547852
91,35.302783807118736,38.00382308959961
92,35.02551587422689,37.321965026855466
93,35.293224493662514,36.688662719726565
94,34.26856358846029,36.67124633789062
95,33.80384333928426,35.9272647857666
96,33.51530011494955,35.97288360595703
97,33.53033431371053,35.01411514282226
98,32.69997390111288,34.27847747802734
99,32.981499671936035,34.61019096374512
100,32.340666929880776,34.91369209289551
101,31.794671058654785,33.2517749786377
102,31.39728816350301,33.41721801757812
103,30.614783604939777,33.19083595275879
104,30.37850824991862,32.21450309753418
105,29.510286966959637,32.41044960021973
106,30.01602617899577,31.79348258972168
107,29.13130267461141,31.528828430175782
108,28.346802870432537,29.84897384643555
109,27.736128489176433,29.251386642456055
110,27.924620310465496,30.708472442626952
111,26.8817032178243,29.325824737548828
112,26.672106901804607,29.44388771057129
113,25.869733969370525,28.76618766784668
114,25.630757013956707,28.50071449279785
115,24.934065341949463,26.510533142089844
116,24.30099105834961,26.53380470275879
117,23.401533126831055,24.992033004760742
118,23.20423984527588,24.64093589782715
119,22.481672604878742,24.0826358795166
120,21.760098457336426,23.95770149230957
121,21.265939712524414,22.74742736816406
122,21.649025201797485,22.76382369995117
123,20.522886355717976,21.82635612487793
124,19.005815903345745,20.865156173706055
125,19.426148811976116,21.286283874511717
126,17.97170154253642,19.93940200805664
127,18.0981346766154,19.66416664123535
128,16.68164320786794,17.967949295043944
129,16.232035160064697,17.91869945526123
130,16.580203851064045,17.151894569396973
131,15.166912317276001,17.00325126647949
132,14.787796099980673,16.045026779174805
133,13.81542960802714,14.475461959838867
134,13.163658380508423,15.718245315551759
135,13.119308153788248,13.041280364990234
136,12.557730595270792,13.550576400756835
137,11.585549195607504,13.359680557250977
138,11.069818576176962,12.487898445129394
139,11.375350753466288,12.979272651672364
140,10.316135168075562,11.59350528717041
141,10.03157901763916,11.423760032653808
142,8.886056542396545,13.083310508728028
143,9.218715190887451,11.47196044921875
144,9.176360328992208,11.26772174835205
145,8.550191720326742,10.21033763885498
146,8.445754885673523,9.002783966064452
147,8.044062574704489,9.342854499816895
148,8.067678809165955,8.961205863952637
149,8.390767812728882,8.000064754486084
150,7.82833198706309,9.373073959350586
151,7.272362510363261,9.716876316070557
152,8.097334067026773,7.496207141876221
153,7.0867994626363116,9.075460147857665
154,7.137164036432902,8.261319065093994
155,6.877037008603414,8.167373180389404
156,6.490782717863719,7.969701862335205
157,7.000626842180888,7.909100437164307
158,7.397403001785278,8.253119468688965
159,7.245561997095744,6.764227390289307
160,7.746462901433309,7.005691432952881
161,7.6846897204717,7.071230697631836
162,6.4549171924591064,7.246119689941406
163,7.168069879213969,7.450436973571778
164,6.6964049736658735,6.931615543365479
165,6.309868335723877,8.121202754974366
166,6.390028436978658,6.443213272094726
167,6.382035414377849,7.820686149597168
168,6.261670827865601,6.658039474487305
169,6.737252235412598,6.708340454101562
170,6.1092768907547,7.958220672607422
171,6.151988625526428,7.549998188018799
172,6.696536024411519,6.847624015808106
173,6.382914264996846,6.265489196777343
174,5.850387215614319,6.64887638092041
175,6.155935446421306,6.773385143280029
176,6.437143047650655,7.067747116088867
177,5.656920750935872,6.54468469619751
178,6.0090190172195435,6.096322154998779
179,6.352963447570801,6.495577716827393
180,6.2730757395426435,6.24103012084961
181,6.258492549260457,6.545819568634033
182,6.262517690658569,7.315307140350342
183,5.9659892320632935,7.1130765914917
184,6.462642351786296,6.387946605682373
185,6.73364011446635,6.585641479492187
186,5.686301509539287,6.556019592285156
187,6.110026280085246,6.529636859893799
188,5.216200788815816,6.468248462677002
189,5.720982074737549,6.0326310157775875
190,5.32184499502182,6.95811824798584
191,5.772036572297414,6.048072624206543
192,6.180232048034668,6.090621662139893
193,5.413900812466939,6.236330795288086
194,5.815462708473206,6.168300437927246
195,5.419533967971802,6.698772811889649
196,6.1964796384175616,6.240131855010986
197,5.81762699286143,6.041510105133057
198,5.159418384234111,6.050521469116211
199,5.985328197479248,6.181001472473144
200,5.608759800593059,6.166184997558593
Epoch,Train Loss,Val Loss
1,58.6205415725708,53.85812149047852
