Epoch,Train Loss,Val Loss
1,51.73970243665907,47.88922119140625
2,51.38686964246962,47.68609571456909
3,51.06415049235026,47.535887241363525
4,50.58575036790636,47.413190841674805
5,50.32864019605849,47.22679328918457
6,50.22620179918077,47.12654209136963
7,50.08419100443522,46.99650716781616
8,50.20471551683214,46.780975341796875
9,49.26001188490126,46.838438510894775
10,49.263740327623154,46.68073558807373
11,48.61484697129991,46.57789850234985
12,48.77287292480469,46.344101428985596
13,47.933375888400604,46.19185447692871
14,48.12278789944119,46.19332504272461
15,47.50543000962999,45.89694881439209
16,47.446712493896484,46.00301456451416
17,46.77788162231445,46.02120923995972
18,46.962246365017364,45.695885181427
19,46.50415145026313,45.52715444564819
20,45.850105073716904,45.32233142852783
21,45.92902840508355,44.988967418670654
22,45.99631267123752,45.34171772003174
23,45.568093829684784,45.48256492614746
24,44.94562191433377,44.795283794403076
25,44.782844119601776,44.75167274475098
26,44.2011727227105,44.36232233047485
27,43.90025181240506,44.37138080596924
28,43.939878675672745,44.085835456848145
29,43.172545750935875,43.789931297302246
30,42.89815224541558,43.72756290435791
31,42.742567486233185,43.08391046524048
32,42.1158250172933,43.19829273223877
33,41.601761711968315,43.15093803405762
34,41.12367460462782,42.365612506866455
35,40.78888935512967,42.1412148475647
36,40.218019273546005,42.09442901611328
37,39.626745012071396,41.84190654754639
38,39.17673344082303,41.18996238708496
39,38.90048917134603,40.5349760055542
40,38.50223350524902,40.48317575454712
41,38.02952607472738,39.923120975494385
42,37.33926328023275,39.762197494506836
43,37.006635665893555,39.00370979309082
44,36.72655275132921,38.46485137939453
45,35.55001555548774,37.46480894088745
46,35.155191315544975,36.923123359680176
47,35.040169186062286,37.69995069503784
48,34.68079641130235,36.55782461166382
49,33.460228814019096,35.261738777160645
50,32.908240424262154,34.46952414512634
51,32.48009501563178,34.46331810951233
52,32.15980858272977,33.88683462142944
53,31.10863134596083,32.09886384010315
54,31.221412870619034,31.778425455093384
55,29.84233326382107,31.2352294921875
56,29.37451352013482,29.753937482833862
57,28.564783096313477,29.06666350364685
58,28.488464779324,29.060765266418457
59,27.756910112169052,28.42935848236084
60,27.090158462524414,28.590559482574463
61,26.048243310716416,25.992238521575928
62,25.373030556572807,26.625437259674072
63,24.584683418273926,26.495922803878784
64,24.489431805080837,25.09244418144226
65,23.407135751512314,24.943710327148438
66,23.113778432210285,25.820400714874268
67,21.69402398003472,23.829192638397217
68,21.44475809733073,22.479931831359863
69,20.79220289654202,20.815852403640747
70,19.943733586205376,20.678468704223633
71,19.122291088104248,21.84695816040039
72,18.76186402638753,21.909082651138306
73,18.788232962290447,21.845024585723877
74,17.315306663513184,19.30273199081421
75,16.718959278530544,16.733848333358765
76,15.949620776706272,16.956949830055237
77,15.781781726413303,16.830724239349365
78,14.411078453063965,15.570192337036133
79,14.507202360365126,16.392491698265076
